textID,text,sentiment
d37ab41201,poor wavves. had a meltdown in barcelona. drummer walked out. shoes were thrown. hands in face.,neutral
fe2417605f,good.,positive
b6f6bd82c0,careless,negative
5dba50b05f,really .. least u wont hav 2 put up wiv him,neutral
89e3307aa8,omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,neutral
b8c30e0c5b,thanks for havin us overrr!,positive
64732adfbd,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",neutral
d86c27f2c4,it`s tragic,negative
66d530d15b,mine too <3,positive
6ec663a38e,should be coming out of hospital today,neutral
533b05f261,"I know, they`re ****.",negative
55dff06e82,Looking,positive
4a76fb149a,don`t be worried! I`m safe and sound!  <3 you!,positive
ce26df8553,Facebook Farm town become slower and slower,neutral
34af663e50,GREAT,positive
40d56767e6,update!  island flowers - large pouch,neutral
0ea6ec52fb,new on twitter,neutral
f9c91c5edc,Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,neutral
3a85ff666d,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,neutral
27732c6442,best.,positive
12b7e0b3c5,Recogns he could get his assignments out of the way by June  bring it on,neutral
761282afdf,snapped his poor neck. gotta bury him,negative
8eb2964d5b,3rd day of pain,neutral
96721ce35a,You can`t make it down to NYC at all when I`m there huh?,negative
780c673bca,ing,positive
daf21b2159,"Is at coffee bean, met Dean",neutral
137748f144,BIG NEWS?! But I don`t know if I can share it.,neutral
eca4c46188,good evening. enjoying vacation eventhough it is boring.  pray for david cook`s brother. rip.,neutral
25bb13b1ee,best,positive
a724e66bd0,Not in a good mood.,negative
2a13c263b4,Happy,positive
710b5bab24,nice sw,positive
9b4988798c,love,positive
ea80df7e79,cute,positive
de445332cb,got a new dog,neutral
cf64659773,Woo! Nachos AND ice cream  haha,neutral
e79eba7869,i want alexis bledel back on screen every thursday night,neutral
efeb7a4614,whenever you are mama!  Let`s do it,positive
aa371d19d2,"Err, I get that  Now, with the TimThumb, what`s with the url?",neutral
a29575e37b,I love `s diagram of the mainstream adoption curve,positive
39bb29b400,you look amazing in them.,positive
2823b638c9,excited for a fun weekend wi,positive
35a2e01940,.ughhhh!,negative
b5d02c31a7,I really want to!! But it`s one of my few free weekends that month and am booking clients  Mama needs to make money.,neutral
1fb43d9297,. Whatthefuck,negative
a74020d356,oh thank you thank you!,positive
32c20a8817,I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,neutral
836033d745,And the 10 free minute button didn`t work.,negative
773f3ebea4,Nice place,positive
575fcbb3b6,(lol),positive
0c4e1f23d3,enjoy,positive
43e9a93104,I don`t feel confident,negative
99c78124aa,I am going to start using  for fast access to m.twitter.com at school,neutral
ceeb546621,Didn`t get to hang out with kaitlyn.,neutral
62e1a784c5,Headed back to Pulaski,neutral
bfc65afb8b,loves it th,positive
19423385eb,"Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
4f6b25d5af,Back from brunch. Hopefully I lured two more friends here.,neutral
4b6c0e54c6,Clean,neutral
ecfc3c4122,haox.,negative
62acdd8ae8,I`m here if ur here for me!,positive
0cf158558f,UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,neutral
0ac3ca6878,love top gear..,positive
ae09e9a0a2,morning  football today! thinking of learning some Applescript,neutral
acb838c3b4,enjoy,positive
c4c1d4e263,it`s not working,negative
1b54db957d,zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt,neutral
db01ffbc9f,ve thank,positive
4a8e7ae63f,not good!,negative
481cc9852a,Theres a spider above my bed  calming my fears by listening to greeeeen day<,positive
05e5046ee4,cool. I`m tempted too see it again  I feel sorry for JB though because there were hardly any people,neutral
d7f35455a1,Enjoy,positive
c11a949adf,fun,positive
1d36d815e9,a best,positive
095d7652dc,Have a great time being whisked away,positive
1d8f09c16c,sadly,negative
3f886efcb4,is up too early,neutral
fbc82b5f59,probably...why not!,neutral
ce34816338,miss,negative
2bf2f02994,he already got a shot at having his own show and didn`t prove himself,neutral
04e63e480d,awesome,positive
c7350d0f8e,uh oh u gonna fire somebody?,neutral
4207ce064d,best,positive
3b4ed98aba,Sorry to hear that Carol.,negative
ce73864ab9,i feel some type of way cause im not talkin to anyone...,neutral
6fb6f07801,y fault,negative
f818349ab8,"Great day yesterday. Good win for Forest, some celebratory `staying up` drinks, a trip to an unsuccesful bbq and 茂驴陆1.50 Stellas in Scream",neutral
bd5e56bd6d,my bad,negative
e6620d2d33,enjoy your day,positive
0d88efafac,awesome,positive
5443d1e61e,Your Highness...........................crystalmarieDONTluvSpiteAnymore,neutral
3e775363a1,m  suck,negative
77fe13f876,bad,negative
1915a44b0e,fancy,positive
b9f3b0da84,kicking back at home,neutral
4045b7279d,whyd u feel awful after last night?,negative
b6d6bc6ca1,"I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",neutral
0677c44bea,"thank you,",positive
0c6f722034,I still have another hour.,neutral
44fa84f9c1,This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,neutral
10b4c609a2,Hopefully,positive
9abcf3cb2c,sry,negative
9fb1bb7aa3,successful . over and over for the last 2837 hours - heavennn,positive
1f39951266,favourites.,positive
3263ff468b,nice,positive
f3cf258255,Thank,positive
09cac4f4cb,watchin family guy,neutral
972a1981ed,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral
8b31247f45,haha,positive
f81c834ca3,so differe,positive
33f75c1951,WGN is playing old episodes of Rocky & Bullwinkle. Fractured Fairy Tales for the win,neutral
caaf8de80d,Been i while since i`ve been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!,neutral
8aab9d8a17,i think its like 1million degrees here <3,neutral
e538779c55,Sorry to hear that,negative
955c914a99,"Well, there goes *that* shirt. Haha",neutral
000efa962a,I`m going to watch it now,neutral
cebf72f0dc,Swords make everyone sexy.,positive
02b88062b3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,neutral
bacb22bbbf,Today I`m lonley girl with a guitar,neutral
a8ad6cf418,Get well soon.,positive
0a87bc8dfd,recession.,negative
88514dfcf4,best,positive
831f911fd9,and guess what ! ive got 20 % ! wow its impossible,negative
6d2e8a4d40,"Yep, I`m more of a facebook person  http://bit.ly/duFAz",neutral
8d9008991f,"Denny`s with Mike, Pat, and Jessie.",neutral
c25754e9ba,and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...,neutral
eef641b862,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry",negative
365cb24559,I Need a freaking adventure.,neutral
126aa22396,just ain`t right!!,negative
c70c228685,Shes my only last one,negative
076ffdd231,Me and the calculator made lots of little algebra babies today,neutral
5014e56dbc,glad,positive
da49dc0616,feel so out of the loop.,negative
ad11d4a580,Thanks  your my first lol,neutral
ddf6fd773d,"aaauuuggghhh! in n out, check! mcdonald`s, check! haha, next is hot cheetos!",neutral
92f9c51213,ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive
61cde7aa2c,"Dana just found out she doesn`t get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss",neutral
44d6fb791a,Chroma Key coolness ... When are the cumulus seminars going online couldn`t see the live feed here,neutral
ba4854e88c,I love you anyway!!!,positive
35c63b8c01,i just had the weirdest dream ever and can`t see because owi credo is too brighi. But i hate guys,negative
5660901cdc,Those suck so bad.,negative
ec1de264af,bloody,negative
b47dab7e91,cleaning my room,neutral
d306f01186,would be better,positive
d7fd9c35cb,proud,positive
160dc44c04,"Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?",neutral
a1c7e9bd8e,One`s gone to my husband who`s going alone  Other I might just leave at box office under a random name for anyone...,neutral
e1c29c120a,sucks,negative
6f33b9e82c,love,positive
2a3514e79e,hurtful!,negative
7686240160,obsessed,positive
488d1aa6d0,great,positive
6ec800a85c,Thanks,positive
ecf151daa5,"Not feeling too good at ALL,",negative
362d0998b1,and how are you going to make it up to me,neutral
50335e6639,s good,positive
9e100005ce,going to sleep with my baby,neutral
583a00cc83,knee surgery.... back home for about 6 weeks,neutral
2ca2b275ba,sweet,positive
4a139ed15e,wrong size,negative
09c45eaffc,Glad everything is okay.,positive
e9d903f9aa,I`ll be listening!,neutral
6d6ce612a1,YAY!,positive
0b313ed47c,"Woke up really late today. Just had breakfast. Planning to stay home, watch TV shows and do nothing. Eat too.",neutral
fe77fa6da4,The least I can do for you is re-tweet it when it`s ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,neutral
9a58257276,_War_MT I`m no longer blue,neutral
ae9dd31756,interesting,positive
1414efeca4,charged,negative
10133a7283,"He died.  Wait, what about Magic Jack? I just read it.",neutral
3f8b550bdb,amazing,positive
dd033a838d,They say I look yummy,positive
b1fd95cf83,sooo cloooseee,neutral
16fab9f95b,like,positive
97b3fee0c0,work til 9,neutral
40cf9705ac,sad,negative
f10e631e2d,much better day..,positive
9856eea986,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
a2f1cb807d,ff to work now apparently sun shining not a valid excuse to stay home,neutral
32cadc5e15,disappointed,negative
8d450c0141,if you are a cute guy add/follow me  i`ll do the same,neutral
0f06411054,dont you think this tour went fast? i do,neutral
70237730b5,.scary!,negative
e602c60f0e,Loved it! You continue to delight us Amber.,positive
251f00e386,I`m so not done,negative
a8d9ff4fc3,hope,positive
ebda3686bc,i like this Dr. Seuss quote - 茂驴陆You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive
8ee915a9e0,Ughhhh.,negative
0336a8fb49,Joe and I loveee you.,positive
2238c9acc4,I have just looked the time and it is #BGT in 20mins. I may hibernate for an hour or so.,neutral
3d5d523e70,some pervert just ruined it,negative
6e44cb034a,catching up on my teevee shows.,neutral
7e778b1d4b,Yummm,positive
d7922ee591,I will later today since I have a planning for today,neutral
cf1d274111,THE FAME ! I miss you taking care of me  Hahah,neutral
f591304aec,"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van.",neutral
26a9709af7,I`m tired and hungry.,negative
5e9bb791a0,missing,negative
d30a986a62,****,negative
3dd571f461,didnt do anything exciting..,negative
472e1fc800,I miss them..,negative
9dd5375c80,my music http://www.myspace.com/janedurkin,neutral
99103bda36,beautiful,positive
7907ced082,like,positive
6af967f653,My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Compan,neutral
6107b11106,needs somewhere to go...its still lush out + i want to be back out in it,neutral
6576ad08ff,__d  make it go awayyyyy,neutral
3a947f5a99,Best,positive
3effbeffea,from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,neutral
7ad6e7eb8c,gaah,negative
0b8865758f,Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,neutral
7d770c7bd6,sore head,negative
9b7b578ce2,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral
52c7993b04,It`s official nobody is getting a raise this year,negative
6213c6aa27,"your the voice i hear inside my head, the reason that i`m singing, i gotta find you, i need to find you",neutral
1e7e636278,hahah i sowwie hun  whats up thoe,neutral
91b4a40cfe,whens your little gingg getting twitter ? from g + j,neutral
fc34a621fe,The Eagles make saturday nights so much better.,positive
302399f53c,thanks,positive
98473b3aa3,"whoa, I`ve got to go to bed, night!",neutral
0a21ec71d4,best,positive
21b30c3749,good stuff!,positive
a20e7cd9a1,Gonna go watch Jackson`s band play and then going to the band after party,neutral
90944c6528,i hate you josh,negative
9dbc1e7b89,Just got my heart ripped out  i love you guys,positive
5db33aed00,Hello How are you,neutral
8defc498d5,missin,negative
4245b89bb7,Yay! ,positive
970ae7e78a,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,neutral
eb226209dd,they were actually there omg apparently a relative of marc went to my school lol,neutral
d88843944c,"Nope, re-reading it all over again.     No offense mea",neutral
b3aa4e4195,"its hard cuz Im workin so much, I miss out on alot",negative
4b58e4b8fc,thanks! Will check next time I`m in Target. It`s over an hour away,neutral
00ea396ca7,got to clean the bathroom today.,neutral
886d0c07ed,HE`S COMPLETELY AMAZING,positive
5fe5fb6488,d embarrassing home movies,negative
3c066cba4a,VEGA UNDER FIREEEEEE,negative
7096e797f5,in lo,positive
6e635037e1,e looming,negative
d781c30c98,I`m dying to read it!  I hate England.,neutral
989f65a4aa,loser,negative
64a62607f1,Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,neutral
3daf2c8f94,"Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.",neutral
904f5b9d81,so sad,negative
773c759b75,It`s still up the duff boo,neutral
376271b337,Now I feel sick.,negative
04df364f16,Didn`t realize Animal Kingdom closes so early at 5:00 today. Now I`m stick in the exit traffic,negative
2b6bd43b14,l good for you.,positive
8045a5e6d7,the new song with cobra starship is amazing!!,positive
d76f760300,"@_refugee_ /me gets 'Your video will start in 15 seconds', Exiting to watch ... for minutes  #flash #linux #fail",neutral
d4f46cd1f3,love,positive
8b73d55b3e,your not in school,neutral
f610832c03,too complex,negative
2bb1def4f9,Ahh dang,negative
e1673746d8,Ugh,negative
6e2501758d,"hello, i`m great!",positive
08aa874db3,cute,positive
3362948b75,o sad,negative
987d444425,you have to follow me before i can dm ya,neutral
5ba1ad2348,!  Happ,positive
1171ab4413,Have a great summe,positive
195157e55e,is needing to make a new video,neutral
fcc9e4ec6f,what time is our conference call??,neutral
06fc846ea4,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz,positive
a0a392fb03,...I will take some...I am tiny,neutral
24bef2a55f,awesome,positive
50193e36b1,I dont wanna impose,positive
91e9d843a4,ahh that would rock,neutral
14cf23b3fb,Ive been dying for those!! They just so expensive in little sizes,neutral
42ee0e4339,yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,neutral
b23b306f75,"I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away",neutral
046fda6a5c,Cleaning the house,neutral
73936be26e,"_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,I`ll be there!  I want a rebound",neutral
a52a462bef,I cant to sleep an,negative
eb6c2ae46b,"_0407 all over the place it was  boo, dual voice challenge was too challenging",neutral
6d9423af3e,surprise me,positive
2916e56486,good,positive
cfff74d6a3,"follow me aswel !!!!!!!! if u have twitter, follow me lool",neutral
df54875b1b,"Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!",neutral
0d18bb5113,wants to welcome,positive
e9a87971b0,cant sleep  ....,negative
3ea857c19c,vmware fusion seems getting slower and slower,neutral
987e476513,Happy Mothers Day Mum,positive
f235ea0431,paramore makes me want to punch babies  lol,neutral
bd64243d7c,I don`t have enough close contacts on twitter to do follow friday  #followfriday,neutral
33719a9303,Been great to hear a lot of others suggestions - some pretty great stuff!,positive
9422c34374,`s just too fancy,positive
ffad1cb5be,I Loveeeee Youu!,positive
dcea42f1c3,hate,negative
77325a1b7e,Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neutral
e7de0750f9,ignore,negative
782c5a87e1,breaks,negative
04c436d528,hooray!,positive
862dd2c832,Listening to Music Box.  When Mariah could still sing,neutral
7c314ab340,good luck,positive
d021fb6cf6,You should spray yourself with the non smelling repellant that stinks to high heaven,neutral
4560f11d7a,blast,positive
527707dc25,"thank you, god bless im going to eaat my in in out",positive
94e123b6dd,fun,positive
519c8c1740,"Ok, shortened urls are fine and all but, please, give me more context other than just 'cool'. Not everyone has 'url-auto-expand'",neutral
2dec83989c,that doesn`t help u now,negative
e1ed43bebe,"2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week",neutral
7279ef52d3,i can`t cope,negative
191026b892,great,positive
5c6f51a21a,"Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",neutral
2006ca5e6a,"ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",neutral
bf7a986c6d,Is warm soy milk and amazake with cocoa powder and agave,neutral
8fccceea97,"if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",neutral
6012f93c50,we`d miss you,negative
de1f8970e0,at the redi med. getting checked for strep throat.,neutral
aaa58df6d1,thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.,neutral
e21b9b8fd9,starting off my day with a little Northern Light,neutral
f41625a2bd,I hope,positive
12d86a991c,Missing,negative
4dd07010b9,I love you mommy,positive
76766fd7f8,) Luvv Youu,positive
2ae8e9fc46,aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral
3dab5c659c,Has finally found her new flat.,neutral
c573f1463f,HAPP,positive
36f326e68a,made me smile,positive
982dc5cff8,great,positive
9955130b68,"Its prob cuz I don`t really like sleeping in late, even if I tried.",negative
7a47301fc1,Almost in New York City,neutral
c829b69a74,good comics.,positive
0238d4109b,sorry,negative
d83a9addd3,Why do you guys use camera angles that make it look like there are only 200 people in the building?,neutral
87a5e24d13,Great meeting you!,positive
51c35566a7,is watching the jonas brothers special on sky movies,neutral
2b4185c7cc,honest,positive
7f8f40319a,SUFFICATION,negative
e1c569d4cf,Will certainly do that.,neutral
ba2e5533ae,i heat,negative
644407154b,happy,positive
22744e80f7,HAppy birthday little sister of mine.,positive
9bb6a384bd,had a good day but im now skint again,neutral
8363dce30a,Memorizing the first 18 lines of the General Prologue of The Canterbury Tales. Ughhh.,neutral
5ec44a8947,frustrated,negative
3b3d48063c,"but not as much,",negative
33a1515f4f,"Lucien Kerk, one of our church vocalists",neutral
de99576783,stupid,negative
e3344857c9,Is working allll weeekend,neutral
8e5bc8627a,d the problem I had of doing it all myself  good idea.,neutral
98a7cd8d0c,"the big boss is out all week.. small yay. free lunch for the office today, big yay!",neutral
c694267ebf,Changing my online nickname to mtaby (which will hopefully be my uniqname as well)...hope the change goes by well (domain is available  ),neutral
2ab4f340f8,"Yeah, I posted it in the news blog yesterday.",neutral
f2296b62dc,bamboo/jade green !,neutral
99b69572a8,cant find my hoodie,negative
c20eb7553f,SON! WTF?? She just bit holes in the **** bread!!! Who does that?? Why has God forsaken me?? why?,negative
8d9769220b,no window seat,negative
47990d2312,BRAINFREEZE,neutral
a2c6f52bbe,"actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",neutral
b688241557,I was being serious.,negative
1823b30898,im sorry.,negative
1072debb10,Movie is pretty interesting actually.,positive
7f7bd175fb,negative,negative
9b5238a01f,MPAA shows how to videorecord a TV),neutral
75838bf985,yayy! i cant wait to see them!,neutral
8bd5b460ae,omg wtf,negative
071d00752c,You are doing the right thing though.  A fridge is where vegetables go to die,neutral
6505d675a7,really shouldnt have.,negative
a7595518c2,"Sorry,",negative
1c44301e92,Agree!,neutral
8f4e7ea1da,Nighty night Twits! Tty in the morning...,neutral
026ef8e8d5,Luckily,positive
2725e91f3d,exhausted,negative
6c340185da,hurts,negative
9111a4ad9a,"sup guys, just downloaded tweetdeck, gettin a move on right now : D tweet me some nice clothes sits or summat  x",positive
205e6c552b,'My problem isn`t that I miss you... `cause I don`t',neutral
68503bdeea,love,positive
5024c79789,shweeeeet!,positive
0c3b57f028,oh no!! don`t be horrible  lol no but she was a better singer even if she didn`t cry... don`t u think? she made me cry haha!,neutral
0dbc7966f6,"congratulations,",positive
8500d7188b,love the song 't,positive
7085061403,please reply,neutral
6a53d92882,HELP,negative
be792705ff,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
5a24827c24,less of a tribute and more of a parody.,negative
cc44dc0295,Just tried to sign up for  but apparently Knoxville is not a big enough city  Will Knox ever be on the list?,neutral
fcde37cb01,"very well edited,",positive
f5c4c8ef81,http://slingalink.com/eVicE1 my daughters kindergarden  !,neutral
3a70785fec,You cna get em for about 茂驴陆17 but I`ve got one for 茂驴陆27 which is Asus same as lappie,neutral
be8544ffb1,There!,neutral
9664cb7255,ree-heally hoping the rain stops,positive
135881f2cc,THE best,positive
d6f302d5b2,STEP 1: be a photoshop expert  http://plurk.com/p/ros47,neutral
f96479f1d9,Off to work at the church,neutral
cfa196a041,"$67 for my books, no complaints. 67 more than i had plus i`m on book voucher!",neutral
cc0945a961,it is impossible to resist ;),positive
6842771f9d,"Dagnamit, latest power twitter update is pants - no clickable links",neutral
4925c5de06,I love you Thomas.,positive
da83556bbe,Sweet,positive
9b26804c67,late,negative
70321e5aac,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",neutral
9f46c8742e,time to play,neutral
ce570ca5c8,Yesssssir,positive
17d1d4f3b6,ontd is our god,neutral
9b81e91703,I`m not having the best day,negative
a8048c2ff5,thanks,positive
e18fcdd7fa,Looking Forward,positive
5039bf5cc6,No worries - thank google!,positive
6fcc651a1c,a good shadow + realistic tonsils.,positive
36a8d427e6,good thing,positive
38a1127302,u still a ****,negative
4e88d602cc,not having your lights on concerns me! Lol! Stay safe!,neutral
8a66c047c4,wrecked,negative
b5dd587dd2,Sorry,negative
8601ec68ae,At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. <3333 I miss your faceeee,neutral
1323765761,Feeling pretty tired and lonely,negative
0f662a3fad,"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam.",negative
715c8255d9,the pink straw also makes you manly,neutral
3ae3a1528a,"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!",neutral
77f00699ec,"all pugged in and ready to go. device updates on, so feel free to bombard me at any time.  Time to actually get something done.",neutral
61bf2189f0,wish you all the best,positive
26fc177a05,great fans here!,positive
ef46802d90,listening to the cat snore,neutral
a948d1231e,Cherry Italian Ice is my fave.,positive
6f0d264409,"time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",neutral
ba91134463,shame,negative
dc5138f91d,What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,neutral
25fd777a9c,"Had a Great weekend!! and is in such a good mood,",positive
f906f39210,"after a great day at work with the kids, disappointment with my roof decal",neutral
0e2f13043e,reaaaallly bored,negative
c93060ce1d,Nope wasn`t kidding at all.  Sometimes I think of you as Forest Gump (during his running years).,neutral
995f4ed2a2,thanks,positive
0a2bce3efa,enjoying,positive
39348df004,but this little boy still makin me  work during the storm!!!,negative
a8904c7fd6,..hope u feel better!,positive
a351c5032a,watching  on SNL,neutral
1bec50dd54,e crazy,positive
d80018e5db,"So-so, thanks  I`ve uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",neutral
829442dfdc,is home,neutral
2fd0de39b2,I don`t know if I can make that one.,negative
adce1ef52f,I miss you...  come over and say bye before I leave!!,negative
d23a55585b,UGH! I have GOT TO STOP biting my nails  grrrrr,negative
8c4a57dd60,"Special mention for the new Mean Girl ... welcome her! & if you`re not already, FOLLOW HER!! Night",neutral
185539ef01,"Just got home from the bank, the teller was definitely hitting on me. Not interested.",neutral
78b7b9b4b2,U cud BELIEVE that!?,negative
2545a3cd3b,South Philly - Passyunk Square Area! Closer to two street.,neutral
6d33d3e007,. you are correct to say that.,positive
c82d63fb78,hope,positive
e909bd4e6f,"we can sail around the world, you and me baby...",neutral
3d40ab0786,praying the rosary with my family!,neutral
11158d742e,like,positive
68db75e4db,dont get too excited bby i hear thunder rolling in,negative
7b775eea6c,my love bound for badluck an,positive
05bb41f628,: Happy,positive
1baeebaf86,"well,",positive
771f82173e,Thank you,positive
5c924335d5,over him  finally,neutral
518d16a67b,"Ugh, frustrating.",negative
673f64d8ef,cool,positive
013b536f92,"The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",neutral
0158b8a144,good,positive
184fc65131,with emma  going 2 see diversity today :O  x,neutral
ad124ad81c,"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!",neutral
33e19d25f3,good,positive
76619d98f6,You meanie! The one time you go to Lux and I wont be there!,neutral
6712b0174e,I want a new lappy,neutral
128c1c3504,ughhhhhh,negative
3ca8c69ece,great!,positive
949621ba7a,SUCKS!!,negative
07515af923,dropped,negative
2f20094d07,I love my puppy,positive
e84447e448,creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs,neutral
3ce7b87199,"still no class loaders,",negative
107d62aa17,thanks,positive
d91d939c70,"_lisa ...one online? Yeah, me",neutral
c0da406e23,samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho,neutral
49b6ecd870,Excited to see the girls today;  its boring at work without you,neutral
5.20E+45,Yippiee!,positive
4015996115,aww that is sad,negative
7d3f92c5b5,Good(night) again!,positive
fb98ea8b02,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,neutral
631efce27e,I can`t sleep...I keep thinking about the puppy I played with today,neutral
b524839bd6,Happy Mothers day,positive
7bc18718f8,This day is fkn UGLY & it matches my mood  unfortunatly.,negative
6442cd9e0b,Good nite,positive
ce32c34cbf,Water  we sta focused we are on the job,positive
b234dd22f5,ou deserve so much bette,positive
18db290f0e,"Yup, I`m pretty sure summer could not have started off any better than the one this year",positive
6531e60a4b,is sad th,negative
ccfd4e92f3,loving my sunday so,positive
cb45fae109,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,negative
144a5e414d,Ugh,negative
9a17a2e90a,jealous,negative
336ca3dbe8,cool,positive
d237b12c6a,sad..,negative
0e77fb5e8d,just got Zion tweet,neutral
90846dcd1f,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,neutral
8bf2931551,_pyee sure,neutral
a46783c48c,"wow,",positive
01ce5f884e,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,neutral
d67ebc9370,d im all theirs,positive
1f7ec5a572,Another amazing night,positive
263107d340,On a flight home  after an awesome trip with my cousin! Miss you sophia,neutral
3fb4b29093,doesn`t sound good!,negative
f785a1856f,I love being ignored except to be yelled at. I love my life.,neutral
392d1985b2,u think i could call u tnite?,neutral
d513cf712d,tired.,negative
27ec20d3bd,having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
be810d4333,sorry,negative
a59290b2b8,Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,neutral
7f9b45945a,sad.,negative
ee75c57a2a,Feels good.,positive
dedc4e6686,Arghhh...my korean dvd can`t see..I need to laugh..,neutral
2ab2d4cf10,I`ll make him nachos tomorrow. Better than if he would have made them himself.,neutral
b2167e666f,lol,positive
773ae618f3,glad,positive
e3b9593fe8,U-Verse is up and blazing at 25Mbps.  I don`t have anything to download though,neutral
3bd1f0644d,online!,neutral
d2e16aee11,Morning...is anyone out there???,neutral
dc5f170388,Lots of memories,positive
a38bf809b0,MISS,negative
41d0879f9b,Not sure,negative
cea5382685,hope,positive
8b87246ca7,_A4L Hey Anne! I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert. Logged off @ 2.30 but only fell asleep @ 5am,neutral
bcca61e577,Why aren`t you at blue martini with me??,neutral
6f6bb494c9,"how very rude fof them, you poor girl i hope you recovered from that  awful site",neutral
949c90a928,"wow i`m tired... going to bed, GOOD NIGHT",neutral
21c2d1c2b5,wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,positive
1fd542d088,Goood,positive
27ae78e791,yay!,positive
729d721d36,sad,negative
bbce3d9a60,Same here  Mmmm... Macrina Bakery.,neutral
2b29f25d61,hurts,negative
7082999a93,live in poverty.,negative
